"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-26","6.71",,"0.00","0.0","0.0","63","72","56","  290","  290","14.1","16.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-27","6.49",,"0.00","0.0","0.0","63","84","51","  320","  320","14.1","17.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-28","6.71",,"0.00","0.0","0.0","72","91","56","  310","  310","16.1","21.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-29","6.93",,"0.00","0.0","0.0","72","84","59","  330","  320","14.1","19.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-30","5.37",,"0.31","0.0","0.0","62","63","53","  330","  320","15.0","19.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-05-31","5.59",,"0.00","0.0","0.0","56","66","53","  320","  320","13.0","18.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-01","5.82",,"0.00","0.0","0.0","58","72","49","  280","  290","16.1","19.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-02","5.59",,"0.00","0.0","0.0","62","79","50","  350","  360","19.9","25.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-03","8.28",,"0.00","0.0","0.0","62","74","54","  330","  320","16.1","23.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-04","7.61",,"0.00","0.0","0.0","62","73","54","  320","  320","17.0","21.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-05","4.25",,"0.38","0.0","0.0","62","69","55","  320","  320","14.1","17.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-06","4.92",,"1.02","0.0","0.0","56","60","51","  290","  290","17.0","21.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-07","7.61",,"0.27","0.0","0.0","53","61","49","  300","  320","19.9","25.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-08","5.59",,"0.21","0.0","0.0","56","64","53","  250","  250","17.0","21.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-09","8.05",,"0.45","0.0","0.0","57","66","51","  210","  200","16.1","23.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-10","7.61",,"0.00","0.0","0.0","65","79","60","  280","  280","19.9","23.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-11","4.70",,"0.03","0.0","0.0","67","75","60","  310","  330","13.0","18.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-12","5.14",,"0.04","0.0","0.0","62","62","55","  310","  310","12.1","15.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-13","6.04",,"0.21","0.0","0.0","56","60","53","  230","  180","16.1","21.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-14","4.47",,"0.01","0.0","0.0","57","68","50","  200","  200","10.1","16.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-15","7.83",,"0.35","0.0","0.0","61","65","56","  260","  250","18.1","21.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-16","5.82",,"0.19","0.0","0.0","58","67","53","  110","   80","14.1","17.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-17","4.92",,"0.00","0.0","0.0","60","74","52","  310","  300","15.0","19.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-18","4.70",,"0.00","0.0","0.0","64","81","53","  320","  320","15.0","19.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-19","3.13",,"0.00","0.0","0.0","70","87","57","  250","  240","13.0","14.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-20","4.92",,"0.33","0.0","0.0","69","70","60","  300","  320","14.1","18.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-21","5.37",,"0.00","0.0","0.0","66","76","59","  320","  320","14.1","18.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-22","6.26",,"0.00","0.0","0.0","66","86","54","  320","  330","13.0","19.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-23","6.71",,"0.00","0.0","0.0","76","93","62","  320","  320","16.1","21.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-24","6.93",,"0.00","0.0","0.0","74","79","60","  310","  300","18.1","23.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-25","8.50",,"0.00","0.0","0.0","67","84","59","  320","  330","19.9","25.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-26","6.71",,"0.00","0.0","0.0","73","87","62","  330","  320","13.0","19.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-27","8.95",,"0.00","0.0","0.0","68","70","57","  320","  310","19.9","23.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-28","8.50",,"0.01","0.0","0.0","61","72","56","  320","  310","18.1","25.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-29","5.82",,"0.00","0.0","0.0","62","73","52","   80","  350","16.1","21.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-06-30","8.50",,"0.01","0.0","0.0","64","72","58","  320","  320","19.9","23.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-01","6.49",,"0.02","0.0","0.0","61","66","57","  230","  230","17.0","19.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-02","4.70",,"0.00","0.0","0.0","62","72","56","  310","  320","10.1","16.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-03","5.37",,"0.00","0.0","0.0","63","71","55","  320","  320","13.0","15.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-04","5.59",,"0.00","0.0","0.0","63","74","57","  320","  360","13.0","17.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-05","5.59",,"0.00","0.0","0.0","65","75","57","  320","  320","13.0","17.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-06","5.82",,"0.00","0.0","0.0","64","69","57","  320","  320","15.0","18.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-07","4.47",,"0.03","0.0","0.0","62","68","56","  220","  210","13.0","18.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-08","5.14",,"0.00","0.0","0.0","64","74","59","  310","  290","14.1","19.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-09","4.47",,"0.00","0.0","0.0","66","78","58","  320","  320","13.0","18.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-10","6.71",,"0.00","0.0","0.0","67","81","58","  280","  310","12.1","16.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-11","5.14",,"0.00","0.0","0.0","69","78","57","  320","  320","18.1","23.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-12","6.04",,"0.00","0.0","0.0","67","77","59","  320","  320","16.1","19.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-13","7.61",,"0.00","0.0","0.0","65","80","54","  320","  340","16.1","21.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-14","7.16",,"0.00","0.0","0.0","69","85","57","  320","  320","17.0","25.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-15","7.61",,"0.00","0.0","0.0","73","87","60","  310","  320","18.1","23.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-16","6.49",,"0.00","0.0","0.0","72","84","61","  330","  350","15.0","23.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-17","9.17",,"0.00","0.0","0.0","69","74","60","  300","  320","18.1","21.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-18","7.61",,"0.00","0.0","0.0","66","85","56","  320","  320","19.9","28.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-19","6.26",,"0.00","0.0","0.0","74","90","61","  320","  300","18.1","23.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-20","5.59",,"0.00","0.0","0.0","76","93","63","  320","  340","14.1","19.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-21","7.38",,"0.00","0.0","0.0","76","88","62","  330","  330","14.1","21.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-22","5.37",,"0.00","0.0","0.0","71","81","62","  320","  310","13.0","18.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-23","6.71",,"0.00","0.0","0.0","67","76","59","  320","  320","14.1","19.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-24","8.50",,"0.00","0.0","0.0","64","71","58","  310","  270","14.1","18.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-25","8.50",,"0.00","0.0","0.0","64","82","55","  320","  320","18.1","23.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-26","7.83",,"0.00","0.0","0.0","75","100","61","   80","   90","18.1","23.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-27","4.47",,"0.00","0.0","0.0","81","100","63","  320","  270","10.1","14.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-28","6.04",,"0.00","0.0","0.0","76","89","61","  330","  330","12.1","17.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-29","5.82",,"0.00","0.0","0.0","74","93","60","  280","  280","14.1","16.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-30","5.14",,"0.00","0.0","0.0","78","95","65","  300","  300","13.0","16.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-07-31","4.92",,"0.00","0.0","0.0","78","89","63","  310","  320","16.1","19.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-01","6.26",,"0.00","0.0","0.0","69","82","60","  300","  310","12.1","14.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-02","5.14",,"0.00","0.0","0.0","72","86","61","  320","  330","15.0","21.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-03","6.26",,"0.00","0.0","0.0","73","84","62","  300","  310","15.0","19.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-04","7.16",,"0.00","0.0","0.0","73","87","62","  300","  300","17.0","21.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-05","6.49",,"0.00","0.0","0.0","73","85","62","  320","  320","15.0","21.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-06","6.49",,"0.19","0.0","0.0","67","74","58","  310","  320","17.0","23.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-07","5.82",,"0.00","0.0","0.0","65","78","55","  310","  300","15.0","21.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-08","8.28",,"0.00","0.0","0.0","69","79","61","  310","  320","17.0","23.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-09","6.71",,"0.00","0.0","0.0","67","84","56","  320","  320","18.1","25.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-10","6.26",,"0.00","0.0","0.0","74","90","61","  320","  320","16.1","23.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-11","7.38",,"0.00","0.0","0.0","68","80","56","  320","  320","16.1","21.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-12","6.04",,"0.00","0.0","0.0","65","74","57","  320","  310","14.1","19.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-13","6.49",,"0.00","0.0","0.0","64","78","54","  290","  360","13.0","19.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-14","6.93",,"0.00","0.0","0.0","68","88","56","  320","  320","18.1","23.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-15","4.70",,"0.00","0.0","0.0","76","99","60","  290","  280","12.1","16.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-16","4.47",,"0.00","0.0","0.0","82","95","68","  200","  190","16.1","21.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-17","5.14",,"0.00","0.0","0.0","78","93","66","  280","  280","12.1","13.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-18","7.61",,"0.00","0.0","0.0","75","84","63","  290","  320","14.1","17.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-19","4.25",,"0.00","0.0","0.0","72","87","61","  320","  320","13.0","17.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-20","6.71",,"0.01","0.0","0.0","73","84","64","  260","  260","19.9","25.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-21","7.83",,"0.18","0.0","0.0","72","78","62","  180","  360","16.1","21.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-22","7.61",,"0.00","0.0","0.0","67","79","59","  320","  310","18.1","27.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-23","6.93",,"0.00","0.0","0.0","69","84","58","  320","  350","13.0","19.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-24","6.49",,"0.00","0.0","0.0","69","81","57","  320","  320","15.0","19.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-25","7.61",,"0.00","0.0","0.0","67","82","57","  300","  310","16.1","19.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-26","7.61",,"0.00","0.0","0.0","68","82","57","  310","  310","21.0","25.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-27","8.05",,"0.00","0.0","0.0","69","84","58","  310","  320","19.9","23.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-28","7.38",,"0.00","0.0","0.0","69","84","58","  320","  320","16.1","23.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-29","8.05",,"0.00","0.0","0.0","69","78","56","  310","  290","19.9","25.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-30","4.70",,"0.00","0.0","0.0","62","77","51","  310","  300","14.1","18.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-08-31","4.92",,"0.00","0.0","0.0","66","75","58","  300","  290","13.0","17.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-01","6.04",,"0.00","0.0","0.0","69","88","59","  320","  320","18.1","25.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-02","4.92",,"0.00","0.0","0.0","76","91","62","  320","  350","14.1","19.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-03","5.82",,"0.00","0.0","0.0","75","95","61","  320","  320","16.1","21.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-04","3.80",,"0.00","0.0","0.0","76","88","63","  320","  320","14.1","18.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-05","4.70",,"0.00","0.0","0.0","68","76","59","  310","  310","12.1","16.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-06","4.70",,"0.00","0.0","0.0","69","89","56","  320","  320","17.0","25.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-07","14.09",,"0.00","0.0","0.0","75","91","61","  100","  100","42.9","52.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-08","25.72",,"0.00","0.0","0.0","74","81","65","   90","   80","40.9","50.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-09","17.45",,"0.00","0.0","0.0","77","89","65","   80","   90","32.0","40.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-10","6.71",,"0.00","0.0","0.0","74","81","61","  150","  140","12.1","14.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-11","2.68",,"0.00","0.0","0.0","63","64","53","  140","  160","6.9","8.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-12","1.57",,"0.00","0.0","0.0","57","65","52","  260","  310","6.0","6.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-13","1.12",,"0.00","0.0","0.0","56","63","51","  110","  100","6.0","6.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-14","2.24",,"0.00","0.0","0.0","60","74","55","  110","  120","8.9","10.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-15","2.68",,"0.00","0.0","0.0","67","75","60","  110","  110","8.1","8.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-16","2.46",,"0.00","0.0","0.0","63","70","55","  110","  100","6.9","8.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-17","1.57",,"0.00","0.0","0.0","63","74","55","  310","  280","8.1","12.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-18","4.92",,"0.42","0.0","0.0","66","67","60","  220","  220","17.0","21.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-19","4.25",,"0.02","0.0","0.0","62","72","58","  200","  350","13.0","17.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-20","3.36",,"0.00","0.0","0.0","64","74","57","  280","  300","12.1","16.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-21","2.91",,"0.00","0.0","0.0","64","75","56","  330","  350","8.9","11.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-22","3.80",,"0.00","0.0","0.0","67","75","61","  110","  110","12.1","13.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-23","9.62",,"0.74","0.0","0.0","66","67","60","  190","  190","17.0","27.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-24","11.18",,"0.00","0.0","0.0","63","72","60","  200","  200","21.0","25.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-25","9.40",,"0.88","0.0","0.0","62","64","56","  190","  190","23.9","35.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-26","4.70",,"0.00","0.0","0.0","60","70","52","  270","  270","16.1","19.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-27","5.14",,"0.00","0.0","0.0","61","75","51","  320","  300","13.0","16.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-28","6.26",,"0.00","0.0","0.0","64","85","52","  110","  100","16.1","19.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-29","2.91",,"0.00","0.0",,"68","86","54","  290","  290","8.1","10.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-09-30","3.58",,"0.00","0.0","0.0","67","83","54","  290","  300","8.9","12.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-10-01","2.91",,"0.00","0.0","0.0","65","77","56","  270","  290","8.9","11.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-10-02","3.36",,"0.00","0.0","0.0","64","81","54","  300","  300","8.1","10.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-10-03","3.80",,"0.00","0.0","0.0","64","79","57","  320","  310","10.1","13.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-10-04","5.37",,"0.00","0.0","0.0","63","69","58","  310","  320","13.0","15.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-10-05","4.70",,"0.00","0.0","0.0","62","75","54","  320","  320","10.1","13.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-10-06","3.13",,"0.00","0.0","0.0","63","79","53","  310","  330","8.9","13.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-10-07","2.24",,"0.00","0.0","0.0","64","75","53","  310","  310","6.9","8.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-10-08","4.70",,"0.00","0.0","0.0","62","64","58","  200","  210","12.1","14.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-10-09","7.61",,"0.05","0.0","0.0","62","74","56","  200","  200","21.9","25.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-10-10","8.05",,"0.79","0.0","0.0","62","64","54","  250","  250","21.0","23.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-10-11","12.75",,"0.27","0.0","0.0","56","60","54","  190","  190","23.9","34.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-10-12","5.82",,"0.09","0.0","0.0","59","64","55","  210","  200","17.0","21.9"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-10-13","9.62",,"0.19","0.0","0.0","59","65","53","  210","  210","21.9","33.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-10-14","4.25",,"0.04","0.0","0.0","57","64","46","  320","  300","13.0","16.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-10-15","3.36",,"0.00","0.0","0.0","52","64","42","  290","  280","13.0","14.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-10-16","2.01",,"0.00","0.0","0.0","54","66","45","  190","  190","10.1","13.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-10-17","2.24",,"0.01","0.0","0.0","60","66","54","  190","  350","10.1","12.1"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-10-18","5.82",,"0.00","0.0","0.0","60","67","56","  200","  200","16.1","21.0"
"USW00024229","PORTLAND INTERNATIONAL AIRPORT, OR US","45.5958","-122.6093","5.8","2020-10-19","3.80",,"0.00","0.0","0.0","61","65","50","  320","  320","16.1","19.9"
